id,account_id,occurred_at
75,1091,2015-12-28T18:48:29.000Z
76,1091,2016-01-26T06:32:50.000Z
77,1091,2016-02-25T07:04:29.000Z
78,1091,2016-03-25T22:26:45.000Z
79,1091,2016-04-24T07:33:58.000Z
80,1091,2016-05-23T07:40:57.000Z
81,1091,2016-06-22T01:09:48.000Z
82,1091,2016-07-21T18:51:18.000Z
83,1091,2016-08-20T04:50:59.000Z
84,1091,2016-09-18T20:57:59.000Z
85,1091,2016-10-17T13:31:48.000Z
86,1091,2016-11-15T18:16:13.000Z
87,1091,2016-12-14T21:26:59.000Z
88,1101,2015-06-24T13:08:15.000Z
89,1101,2015-08-22T19:40:36.000Z
90,1101,2015-09-21T05:12:37.000Z
91,1101,2015-10-21T16:35:51.000Z
92,1101,2015-11-21T00:11:01.000Z
93,1101,2015-12-19T18:36:08.000Z
94,1101,2016-01-17T14:32:49.000Z
95,1101,2016-02-15T07:57:58.000Z
96,1101,2016-03-15T11:36:03.000Z
97,1101,2016-04-14T00:14:37.000Z
98,1101,2016-05-13T02:19:44.000Z
99,1101,2016-06-12T12:56:04.000Z
100,1111,2015-11-15T17:49:49.000Z
101,1111,2015-12-15T22:02:35.000Z
102,1121,2015-08-26T00:32:35.000Z
103,1121,2015-09-25T13:56:00.000Z
104,1121,2015-10-24T15:43:59.000Z
105,1121,2015-11-22T17:26:40.000Z
106,1121,2015-12-21T01:14:30.000Z
107,1121,2016-01-20T15:31:29.000Z
108,1121,2016-02-19T18:07:00.000Z
109,1121,2016-03-19T07:18:30.000Z
110,1121,2016-04-18T15:26:58.000Z
111,1121,2016-05-17T13:18:04.000Z
112,1121,2016-07-15T03:35:43.000Z
113,1121,2016-08-13T20:41:27.000Z
114,1121,2016-09-11T23:20:42.000Z
115,1121,2016-10-10T10:54:31.000Z
116,1121,2016-11-08T02:29:47.000Z
117,1121,2016-12-07T18:48:16.000Z
118,1131,2016-05-13T06:54:10.000Z
119,1131,2016-06-12T12:29:45.000Z
120,1131,2016-07-12T00:17:14.000Z
121,1131,2016-08-10T23:47:41.000Z
122,1131,2016-09-09T17:07:16.000Z
123,1131,2016-10-09T15:13:25.000Z
124,1131,2016-11-07T05:10:56.000Z
125,1131,2016-12-07T06:28:31.000Z
126,1141,2016-09-24T03:35:17.000Z
127,1141,2016-10-23T20:29:12.000Z
128,1141,2016-11-22T20:51:49.000Z
129,1141,2016-12-21T15:52:58.000Z
130,1151,2016-12-30T05:02:46.000Z
131,1161,2016-03-06T03:01:33.000Z
132,1161,2016-04-05T22:03:16.000Z
133,1161,2016-05-05T10:04:06.000Z
134,1161,2016-06-04T09:20:44.000Z
135,1161,2016-07-03T10:40:49.000Z
136,1161,2016-08-01T17:54:19.000Z
137,1161,2016-08-31T03:20:24.000Z
138,1161,2016-09-29T07:56:39.000Z
139,1161,2016-10-28T07:33:35.000Z
140,1161,2016-11-26T12:57:21.000Z
141,1161,2016-12-25T20:33:25.000Z
142,1171,2016-08-24T20:41:08.000Z
143,1171,2016-09-23T03:36:03.000Z
144,1171,2016-10-22T17:50:39.000Z
145,1171,2016-11-20T03:49:54.000Z
146,1171,2016-12-20T18:09:01.000Z
147,1181,2013-12-17T23:02:57.000Z
148,1181,2014-01-16T12:41:35.000Z
149,1181,2014-02-14T08:36:49.000Z
150,1181,2014-03-16T04:54:17.000Z
151,1181,2014-04-14T13:50:32.000Z
152,1181,2014-05-14T05:25:30.000Z
153,1181,2014-06-13T09:44:25.000Z
154,1181,2014-07-13T15:36:01.000Z
155,1181,2014-08-12T04:53:21.000Z
156,1181,2014-09-10T19:12:10.000Z
157,1181,2014-10-10T14:13:28.000Z
158,1181,2014-11-09T22:03:16.000Z
159,1181,2014-12-09T12:46:46.000Z
160,1181,2015-01-08T07:23:41.000Z
161,1181,2015-02-06T13:29:48.000Z
162,1181,2015-03-08T06:05:39.000Z
163,1181,2015-04-06T03:14:32.000Z
164,1181,2015-05-06T13:45:56.000Z
165,1181,2015-06-05T17:35:06.000Z
166,1181,2015-07-04T20:58:59.000Z
167,1181,2015-08-03T18:02:01.000Z
168,1181,2015-09-01T09:08:48.000Z
169,1181,2015-10-01T22:44:46.000Z
170,1181,2015-10-31T08:48:08.000Z
171,1181,2015-11-29T06:01:34.000Z
172,1181,2015-12-28T11:30:53.000Z
173,1181,2016-01-26T19:59:47.000Z
174,1181,2016-02-25T17:33:00.000Z
175,1181,2016-03-25T19:26:28.000Z
176,1181,2016-04-24T16:47:51.000Z
177,1181,2016-05-23T02:53:33.000Z
178,1181,2016-06-22T05:29:19.000Z
179,1181,2016-07-21T15:00:45.000Z
180,1181,2016-08-19T22:44:43.000Z
181,1181,2016-09-18T09:07:46.000Z
182,1181,2016-10-18T09:56:10.000Z
183,1181,2016-11-17T09:12:10.000Z
184,1181,2016-12-17T22:14:14.000Z
185,1191,2016-01-24T19:29:16.000Z
186,1191,2016-02-23T10:30:36.000Z
187,1191,2016-03-23T21:33:31.000Z
188,1191,2016-04-22T03:09:53.000Z
189,1191,2016-05-21T23:11:38.000Z
190,1191,2016-06-20T21:28:14.000Z
191,1191,2016-07-19T07:24:11.000Z
192,1191,2016-08-18T16:04:15.000Z
193,1191,2016-09-17T05:09:45.000Z
194,1191,2016-10-16T19:29:55.000Z
195,1191,2016-11-15T20:44:15.000Z
196,1191,2016-12-15T20:49:47.000Z
197,1201,2016-11-12T11:54:43.000Z
198,1201,2016-12-11T05:51:52.000Z
199,1211,2016-11-22T08:08:54.000Z
200,1211,2016-12-21T23:39:04.000Z
201,1221,2015-01-20T10:54:29.000Z
202,1221,2015-02-18T15:41:25.000Z
203,1221,2015-03-19T12:18:21.000Z
204,1221,2015-04-17T11:41:57.000Z
205,1221,2015-05-16T19:44:32.000Z
206,1221,2015-06-15T08:14:22.000Z
207,1221,2015-07-15T07:36:48.000Z
208,1221,2015-08-14T09:55:14.000Z
209,1221,2015-09-12T17:54:40.000Z
210,1221,2015-10-11T13:32:14.000Z
211,1221,2015-11-09T23:30:42.000Z
212,1221,2015-12-08T16:38:40.000Z
213,1221,2016-01-06T20:57:34.000Z
214,1221,2016-02-04T20:17:54.000Z
215,1221,2016-03-04T19:49:15.000Z
216,1221,2016-04-03T19:34:42.000Z
217,1221,2016-05-03T07:17:08.000Z
218,1221,2016-06-01T21:34:56.000Z
219,1221,2016-06-30T15:16:45.000Z
220,1221,2016-07-29T23:05:35.000Z
221,1221,2016-08-27T08:04:03.000Z
222,1221,2016-09-26T18:25:38.000Z
223,1221,2016-10-26T08:45:50.000Z
224,1221,2016-11-25T08:10:12.000Z
225,1221,2016-12-24T21:14:21.000Z
226,1231,2016-02-26T03:23:36.000Z
227,1231,2016-03-27T11:31:53.000Z
228,1231,2016-04-26T17:01:44.000Z
229,1231,2016-05-26T17:41:23.000Z
230,1231,2016-07-24T06:33:56.000Z
231,1231,2016-08-23T15:37:48.000Z
232,1231,2016-09-23T00:10:40.000Z
233,1231,2016-10-21T22:54:32.000Z
234,1231,2016-11-20T15:16:58.000Z
235,1231,2016-12-20T14:07:59.000Z
236,1241,2016-06-14T11:18:07.000Z
237,1241,2016-07-13T13:16:49.000Z
238,1241,2016-08-11T02:41:45.000Z
239,1241,2016-09-09T18:13:45.000Z
240,1241,2016-10-08T11:09:21.000Z
241,1241,2016-11-07T06:24:11.000Z
242,1241,2016-12-06T15:03:16.000Z
243,1251,2013-12-11T20:36:06.000Z
244,1251,2014-01-09T04:41:26.000Z
245,1251,2014-02-07T21:05:25.000Z
246,1251,2014-03-08T06:23:33.000Z
247,1251,2014-04-07T10:57:41.000Z
248,1251,2014-05-07T21:11:36.000Z
249,1251,2014-06-06T16:12:08.000Z
250,1251,2014-07-05T04:17:47.000Z
251,1251,2014-08-04T19:32:29.000Z
252,1251,2014-09-03T12:48:55.000Z
253,1251,2014-10-02T23:07:32.000Z
254,1251,2014-11-01T02:15:24.000Z
255,1251,2014-12-01T09:31:47.000Z
256,1251,2014-12-30T02:30:01.000Z
257,1251,2015-01-28T10:17:39.000Z
258,1261,2014-11-12T22:21:40.000Z
259,1261,2014-12-11T02:34:12.000Z
260,1261,2015-01-09T06:43:47.000Z
261,1261,2015-02-07T18:03:12.000Z
262,1261,2015-03-08T16:12:33.000Z
263,1261,2015-04-07T13:09:41.000Z
264,1261,2015-05-06T17:37:10.000Z
265,1261,2015-06-04T01:49:55.000Z
266,1261,2015-07-03T18:18:41.000Z
267,1261,2015-08-02T23:28:52.000Z
268,1261,2015-08-31T20:40:53.000Z
269,1261,2015-09-29T11:40:31.000Z
270,1261,2015-10-29T03:45:08.000Z
271,1261,2015-11-27T01:54:14.000Z
272,1261,2015-12-27T19:08:47.000Z
273,1261,2016-01-26T03:36:10.000Z
274,1261,2016-02-25T13:09:22.000Z
275,1261,2016-03-26T09:17:30.000Z
276,1261,2016-04-24T02:27:52.000Z
277,1261,2016-05-23T18:13:17.000Z
278,1261,2016-06-22T02:13:56.000Z
279,1261,2016-07-21T09:23:06.000Z
280,1261,2016-08-19T12:09:31.000Z
281,1261,2016-09-18T04:02:28.000Z
282,1261,2016-10-17T08:27:40.000Z
283,1261,2016-11-15T19:14:01.000Z
284,1261,2016-12-15T05:00:47.000Z
285,1271,2015-10-28T12:07:44.000Z
286,1271,2015-11-26T06:17:51.000Z
287,1281,2013-12-05T20:33:56.000Z
288,1281,2014-01-03T23:56:43.000Z
289,1281,2014-02-02T04:00:37.000Z
290,1281,2014-03-03T07:53:36.000Z
291,1281,2014-04-01T11:34:26.000Z
292,1281,2014-05-01T22:00:28.000Z
293,1281,2014-05-30T22:54:02.000Z
294,1281,2014-06-29T21:40:15.000Z
295,1281,2014-07-28T16:42:00.000Z
296,1281,2014-08-26T21:48:16.000Z
297,1281,2014-09-25T04:37:33.000Z
298,1281,2014-10-25T07:35:18.000Z
299,1281,2014-11-24T16:30:33.000Z
300,1281,2014-12-24T08:09:12.000Z
301,1281,2015-01-23T07:36:27.000Z
302,1281,2015-02-22T03:25:38.000Z
303,1281,2015-03-24T15:55:32.000Z
304,1281,2015-04-23T16:21:49.000Z
305,1281,2015-05-22T01:57:26.000Z
306,1281,2015-06-20T18:25:48.000Z
307,1281,2015-07-20T00:50:25.000Z
308,1281,2015-08-19T13:27:11.000Z
309,1281,2015-09-18T08:01:48.000Z
310,1281,2015-10-18T00:55:25.000Z
311,1281,2015-11-16T17:35:25.000Z
312,1281,2015-12-16T16:50:47.000Z
313,1281,2016-01-15T07:20:05.000Z
314,1281,2016-02-13T23:55:39.000Z
315,1281,2016-03-14T21:45:25.000Z
316,1281,2016-04-13T12:22:51.000Z
317,1281,2016-05-13T09:25:25.000Z
318,1281,2016-06-12T17:59:07.000Z
319,1281,2016-07-12T19:42:31.000Z
320,1281,2016-08-11T04:00:37.000Z
321,1281,2016-09-10T15:01:06.000Z
322,1281,2016-10-09T21:10:52.000Z
323,1281,2016-11-08T15:27:50.000Z
324,1281,2016-12-08T10:14:58.000Z
325,1291,2015-05-06T01:44:14.000Z
326,1291,2015-06-04T15:20:07.000Z
327,1291,2015-07-04T19:08:36.000Z
328,1291,2015-08-03T08:35:23.000Z
329,1291,2015-09-01T16:40:39.000Z
330,1291,2015-10-01T07:40:48.000Z
331,1291,2015-10-30T03:01:06.000Z
332,1291,2015-11-28T17:10:48.000Z
333,1291,2015-12-27T05:37:08.000Z
334,1291,2016-01-26T18:37:25.000Z
335,1291,2016-02-25T09:34:56.000Z
336,1291,2016-03-25T09:25:51.000Z
337,1291,2016-04-23T16:08:40.000Z
338,1291,2016-05-22T21:04:25.000Z
339,1291,2016-06-20T02:46:58.000Z
340,1291,2016-07-19T05:20:11.000Z
341,1291,2016-08-18T08:06:24.000Z
342,1291,2016-09-17T11:33:53.000Z
343,1291,2016-10-17T08:46:25.000Z
344,1291,2016-11-16T19:32:02.000Z
345,1291,2016-12-15T09:24:19.000Z
346,1301,2013-12-08T07:05:07.000Z
347,1301,2014-01-07T01:37:17.000Z
348,1301,2014-02-05T14:07:38.000Z
349,1301,2014-03-06T13:40:13.000Z
350,1301,2014-04-05T06:47:38.000Z
351,1301,2014-05-04T11:56:46.000Z
352,1301,2014-06-02T06:03:36.000Z
353,1301,2014-07-01T10:22:50.000Z
354,1301,2014-07-31T13:34:57.000Z
355,1301,2014-08-30T04:53:20.000Z
356,1301,2014-09-29T06:52:17.000Z
357,1301,2014-10-28T03:13:49.000Z
358,1301,2014-12-26T02:39:41.000Z
359,1301,2015-01-24T06:09:29.000Z
360,1301,2015-02-22T08:25:40.000Z
361,1301,2015-03-23T01:15:50.000Z
362,1301,2015-04-21T21:43:17.000Z
363,1301,2015-05-21T10:39:12.000Z
364,1301,2015-06-20T05:49:05.000Z
365,1301,2015-07-20T13:52:39.000Z
366,1301,2015-08-19T00:27:36.000Z
367,1301,2015-09-17T13:49:20.000Z
368,1301,2015-10-16T21:23:43.000Z
369,1301,2015-11-14T06:15:54.000Z
370,1301,2016-01-11T21:15:53.000Z
371,1301,2016-02-09T09:32:05.000Z
372,1301,2016-03-10T23:02:11.000Z
373,1301,2016-04-08T01:13:05.000Z
374,1301,2016-05-07T23:29:57.000Z
375,1301,2016-06-05T13:23:42.000Z
376,1301,2016-07-04T20:52:10.000Z
377,1301,2016-08-02T06:18:34.000Z
378,1301,2016-09-01T00:12:05.000Z
379,1301,2016-10-02T00:11:33.000Z
380,1301,2016-10-31T04:52:36.000Z
381,1301,2016-11-29T21:01:59.000Z
382,1301,2016-12-29T01:40:19.000Z
383,1311,2016-07-07T14:02:50.000Z
384,1311,2016-08-06T23:24:02.000Z
385,1311,2016-09-05T21:50:10.000Z
386,1311,2016-10-04T14:28:31.000Z
387,1311,2016-11-03T22:55:42.000Z
388,1311,2016-12-02T22:47:08.000Z
389,1311,2017-01-01T05:23:52.000Z
390,1321,2015-12-15T20:55:46.000Z
391,1321,2016-01-13T13:22:10.000Z
392,1321,2016-02-12T02:48:55.000Z
393,1321,2016-03-12T05:24:14.000Z
394,1321,2016-04-10T10:45:57.000Z
395,1321,2016-05-10T07:50:58.000Z
396,1321,2016-06-09T08:07:37.000Z
397,1321,2016-07-08T00:36:43.000Z
398,1321,2016-08-07T10:28:22.000Z
399,1321,2016-09-05T09:19:09.000Z
400,1321,2016-10-05T04:56:24.000Z
401,1321,2016-11-03T03:10:18.000Z
402,1321,2016-12-03T13:23:52.000Z
403,1321,2017-01-01T09:38:53.000Z
404,1331,2016-08-18T11:21:17.000Z
405,1331,2016-09-16T08:09:17.000Z
406,1331,2016-10-15T02:44:01.000Z
407,1331,2016-11-14T14:02:47.000Z
408,1331,2016-12-13T20:59:34.000Z
409,1341,2016-08-28T11:35:37.000Z
410,1341,2016-09-26T22:33:41.000Z
411,1341,2016-10-26T00:36:32.000Z
412,1341,2016-11-24T21:30:25.000Z
413,1341,2016-12-23T18:13:01.000Z
414,1351,2016-08-21T13:17:39.000Z
415,1351,2016-09-19T11:57:35.000Z
416,1351,2016-10-18T03:57:03.000Z
417,1351,2016-11-16T21:43:13.000Z
418,1351,2016-12-15T04:36:53.000Z
419,1361,2016-09-01T02:41:45.000Z
420,1361,2016-09-30T13:36:50.000Z
421,1361,2016-10-29T22:34:21.000Z
422,1361,2016-11-27T15:56:04.000Z
423,1371,2015-08-15T13:32:38.000Z
424,1371,2015-09-14T09:46:53.000Z
425,1371,2015-10-14T15:31:10.000Z
426,1371,2015-11-13T17:11:02.000Z
427,1371,2015-12-12T13:44:27.000Z
428,1371,2016-01-10T06:34:35.000Z
429,1371,2016-02-09T10:48:00.000Z
430,1371,2016-03-09T12:10:22.000Z
431,1371,2016-04-07T03:42:45.000Z
432,1371,2016-05-07T12:27:14.000Z
433,1371,2016-06-06T13:24:51.000Z
434,1371,2016-07-05T00:35:00.000Z
435,1371,2016-08-04T11:22:41.000Z
436,1371,2016-09-02T05:42:16.000Z
437,1371,2016-10-02T08:22:08.000Z
438,1371,2016-11-01T12:45:09.000Z
439,1371,2016-12-01T00:43:41.000Z
440,1371,2016-12-31T17:05:01.000Z
441,1381,2016-11-12T12:18:15.000Z
442,1381,2016-12-11T17:58:11.000Z
443,1391,2016-10-07T20:08:21.000Z
444,1391,2016-11-05T09:48:41.000Z
445,1391,2016-12-04T00:48:13.000Z
446,1401,2013-12-12T16:33:14.000Z
447,1401,2014-01-11T16:03:10.000Z
448,1401,2014-02-10T16:22:01.000Z
449,1401,2014-03-11T12:40:24.000Z
450,1401,2014-04-10T00:26:02.000Z
451,1401,2014-05-10T20:44:42.000Z
452,1401,2014-06-09T13:49:14.000Z
453,1401,2014-07-09T23:00:01.000Z
454,1401,2014-08-07T02:51:46.000Z
455,1401,2014-09-05T07:30:12.000Z
456,1401,2014-10-05T01:34:27.000Z
457,1401,2014-11-03T03:30:33.000Z
458,1401,2014-12-02T11:31:30.000Z
459,1401,2015-01-01T18:47:25.000Z
460,1401,2015-01-31T19:57:34.000Z
461,1401,2015-03-01T12:22:10.000Z
462,1401,2015-03-31T12:58:43.000Z
463,1401,2015-04-29T07:10:46.000Z
464,1401,2015-05-29T17:23:42.000Z
465,1401,2015-06-28T11:42:37.000Z
466,1401,2015-07-27T15:29:37.000Z
467,1401,2015-08-26T12:49:08.000Z
468,1401,2015-09-25T09:26:58.000Z
469,1401,2015-10-25T21:53:08.000Z
470,1401,2015-11-23T22:50:07.000Z
471,1401,2015-12-23T10:46:54.000Z
472,1401,2016-01-22T04:54:42.000Z
473,1401,2016-02-20T18:57:13.000Z
474,1401,2016-03-21T06:54:52.000Z
475,1401,2016-04-19T02:59:03.000Z
476,1401,2016-05-18T00:11:57.000Z
477,1401,2016-06-16T03:19:47.000Z
478,1401,2016-07-16T04:42:07.000Z
479,1401,2016-08-15T06:59:04.000Z
480,1401,2016-09-14T19:09:07.000Z
481,1401,2016-10-14T13:11:57.000Z
482,1401,2016-11-12T07:27:45.000Z
483,1401,2016-12-12T03:35:14.000Z
484,1411,2013-12-30T21:42:43.000Z
485,1411,2014-01-29T21:07:42.000Z
486,1411,2014-03-30T18:53:35.000Z
487,1411,2014-04-28T21:36:45.000Z
488,1411,2014-05-27T21:00:42.000Z
489,1411,2014-06-26T06:59:52.000Z
490,1411,2014-07-26T15:54:38.000Z
491,1411,2014-08-24T08:06:02.000Z
492,1411,2014-09-23T13:30:40.000Z
493,1411,2014-10-23T21:11:59.000Z
494,1411,2014-11-21T10:06:43.000Z
495,1411,2014-12-20T01:53:20.000Z
496,1411,2015-01-19T20:48:33.000Z
497,1411,2015-02-18T17:21:17.000Z
498,1411,2015-03-19T21:15:13.000Z
499,1411,2015-04-17T18:12:50.000Z
500,1411,2015-05-16T23:11:57.000Z
501,1411,2015-06-15T10:58:46.000Z
502,1411,2015-07-14T03:30:57.000Z
503,1411,2015-08-13T10:23:01.000Z
504,1411,2015-09-11T15:02:08.000Z
505,1411,2015-10-10T20:10:46.000Z
506,1411,2015-11-08T09:35:32.000Z
507,1411,2015-12-08T21:02:23.000Z
508,1411,2016-01-06T08:46:15.000Z
509,1411,2016-02-04T02:39:24.000Z
510,1411,2016-03-05T23:01:52.000Z
511,1411,2016-05-04T00:08:19.000Z
512,1411,2016-06-02T04:06:26.000Z
513,1411,2016-07-02T10:08:17.000Z
514,1411,2016-08-02T00:01:00.000Z
515,1411,2016-08-31T20:57:59.000Z
516,1411,2016-09-30T19:50:54.000Z
517,1411,2016-10-29T22:31:51.000Z
518,1411,2016-11-28T12:52:16.000Z
519,1411,2016-12-28T04:34:58.000Z
520,1421,2014-01-01T13:14:37.000Z
521,1421,2014-02-28T19:24:53.000Z
522,1421,2014-03-30T01:05:40.000Z
523,1421,2014-04-28T22:47:53.000Z
524,1421,2014-05-28T01:57:01.000Z
525,1421,2014-06-27T13:25:46.000Z
526,1421,2014-07-26T21:07:16.000Z
527,1421,2014-08-25T15:48:18.000Z
528,1421,2014-09-24T06:04:09.000Z
529,1421,2014-10-24T07:02:13.000Z
530,1421,2014-11-23T04:10:17.000Z
531,1421,2014-12-22T09:47:11.000Z
532,1421,2015-01-20T15:10:26.000Z
533,1421,2015-02-19T10:15:47.000Z
534,1421,2015-03-20T17:09:04.000Z
535,1421,2015-04-19T21:21:45.000Z
536,1421,2015-05-19T03:47:20.000Z
537,1421,2015-06-17T13:03:36.000Z
538,1421,2015-07-17T13:54:46.000Z
539,1421,2015-08-16T09:23:32.000Z
540,1421,2015-09-15T18:16:35.000Z
541,1421,2015-10-14T00:52:44.000Z
542,1421,2015-11-13T09:07:09.000Z
543,1421,2015-12-12T01:27:11.000Z
544,1421,2016-01-10T22:28:16.000Z
545,1421,2016-02-09T19:57:48.000Z
546,1421,2016-03-10T05:08:15.000Z
547,1421,2016-04-08T23:13:47.000Z
548,1421,2016-05-07T16:46:14.000Z
549,1421,2016-06-06T11:57:28.000Z
550,1421,2016-07-05T00:21:04.000Z
551,1421,2016-08-03T19:22:51.000Z
552,1421,2016-09-02T21:23:27.000Z
553,1421,2016-10-02T02:40:34.000Z
554,1421,2016-11-01T09:36:23.000Z
555,1421,2016-12-01T21:43:28.000Z
556,1421,2016-12-31T21:33:16.000Z
557,1431,2016-03-28T11:23:56.000Z
558,1431,2016-04-27T05:46:03.000Z
559,1431,2016-05-26T14:10:45.000Z
560,1431,2016-06-25T10:15:42.000Z
561,1441,2013-12-28T12:54:50.000Z
562,1441,2014-01-27T13:54:19.000Z
563,1441,2014-02-25T21:34:12.000Z
564,1441,2014-03-27T15:09:57.000Z
565,1441,2014-04-26T16:59:55.000Z
566,1441,2014-05-25T01:04:11.000Z
567,1441,2014-06-23T09:53:27.000Z
568,1441,2014-07-22T22:22:41.000Z
569,1441,2014-08-21T13:30:50.000Z
570,1441,2014-09-19T02:07:43.000Z
571,1441,2014-10-18T00:56:59.000Z
572,1441,2014-11-16T08:47:56.000Z
573,1441,2014-12-16T19:02:22.000Z
574,1441,2015-01-15T05:09:23.000Z
575,1441,2015-02-13T04:50:59.000Z
576,1441,2015-03-14T05:04:08.000Z
577,1441,2015-04-13T07:16:11.000Z
578,1441,2015-05-12T02:03:25.000Z
579,1441,2015-06-10T02:00:06.000Z
580,1441,2015-07-09T16:15:20.000Z
581,1441,2015-08-08T18:32:26.000Z
582,1441,2015-09-06T18:05:19.000Z
583,1441,2015-10-06T08:40:00.000Z
584,1441,2015-11-04T08:41:45.000Z
585,1441,2015-12-04T19:53:46.000Z
586,1441,2016-01-03T18:39:42.000Z
587,1441,2016-02-01T23:28:27.000Z
588,1441,2016-03-02T03:13:46.000Z
589,1441,2016-04-01T16:01:34.000Z
590,1441,2016-05-01T13:12:18.000Z
591,1441,2016-05-31T20:02:15.000Z
592,1441,2016-06-29T01:52:48.000Z
593,1441,2016-07-29T08:37:44.000Z
594,1441,2016-08-28T11:08:07.000Z
595,1441,2016-09-28T00:18:30.000Z
596,1451,2014-05-04T10:04:50.000Z
597,1451,2014-06-03T13:29:15.000Z
598,1451,2014-07-02T09:17:45.000Z
599,1451,2014-08-01T02:38:43.000Z
600,1451,2014-08-31T16:32:03.000Z
601,1451,2014-09-30T09:42:23.000Z
602,1451,2014-10-30T14:07:39.000Z
603,1451,2014-11-30T00:06:11.000Z
604,1451,2014-12-29T07:50:25.000Z
605,1451,2015-01-28T07:57:39.000Z
606,1451,2015-02-26T06:10:31.000Z
607,1451,2015-03-27T03:58:50.000Z
608,1451,2015-04-26T11:20:23.000Z
609,1451,2015-05-25T10:30:03.000Z
610,1451,2015-06-24T17:56:51.000Z
611,1451,2015-07-25T00:02:44.000Z
612,1451,2015-08-23T13:01:57.000Z
613,1451,2015-09-21T12:19:20.000Z
614,1451,2015-10-20T09:28:18.000Z
615,1451,2015-11-18T02:05:06.000Z
616,1451,2015-12-17T19:59:14.000Z
617,1451,2016-01-15T01:27:26.000Z
618,1451,2016-02-13T08:49:37.000Z
619,1451,2016-03-14T18:44:38.000Z
620,1451,2016-04-12T16:23:57.000Z
621,1451,2016-05-11T18:58:14.000Z
622,1451,2016-06-10T13:05:29.000Z
623,1451,2016-07-10T11:04:03.000Z
624,1451,2016-08-09T04:13:17.000Z
625,1451,2016-09-08T04:31:40.000Z
626,1451,2016-10-08T14:37:35.000Z
627,1451,2016-11-07T03:47:24.000Z
628,1451,2016-12-06T00:03:41.000Z
629,1461,2015-12-12T01:31:24.000Z
630,1461,2016-01-10T19:51:45.000Z
631,1461,2016-02-09T21:44:06.000Z
632,1461,2016-03-10T04:48:36.000Z
633,1461,2016-04-08T05:24:03.000Z
634,1461,2016-05-07T02:42:03.000Z
635,1461,2016-06-05T17:14:09.000Z
